Location,Period,Indicator,Dim1,First Tooltip
Uruguay,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.7
Uruguay,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,5.8
Uruguay,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.8
Uzbekistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.6
Uzbekistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,4.6
Uzbekistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.8
Vanuatu,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Vanuatu,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.7
Vanuatu,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Venezuela (Bolivarian Republic of),2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4
Venezuela (Bolivarian Republic of),2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.2
Venezuela (Bolivarian Republic of),2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.9
Viet Nam,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Viet Nam,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.9
Viet Nam,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Yemen,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.2
Yemen,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.3
Yemen,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0
Zambia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.6
Zambia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.5
Zambia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.7
Zimbabwe,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4.2
Zimbabwe,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,7.3
Zimbabwe,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.2
