Location,Indicator,Period,First Tooltip
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2000,22.8
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",1999,23.6
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",1998,24.5
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",1997,24.2
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",1996,25.5
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",1995,20.7
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",1994,30.1
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",1993,30.8
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",1992,31.6
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",1991,45.1
Serbia,"Alcohol-related road traffic crashes, per 100,000 population",2008,15.2
Serbia,"Alcohol-related road traffic crashes, per 100,000 population",2007,16.1
Serbia,"Alcohol-related road traffic crashes, per 100,000 population",2006,14.6
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2015,1.1
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2014,1.8
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2013,2.5
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2012,2.3
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2011,2.2
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2010,1.9
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2009,2.2
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2008,3.6
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2007,4
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2006,6.3
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2005,4.8
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2004,5.5
Singapore,"Alcohol-related road traffic crashes, per 100,000 population",2003,9.3
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2014,28.2
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2013,29.4
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2012,30.1
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2011,33.3
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2010,37.6
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2009,44.4
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2008,54.5
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2007,27.1
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2006,24.7
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2005,23.2
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2004,20.9
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2003,20.6
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2002,19.2
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2001,22.4
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",2000,21.4
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",1999,21.8
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",1998,25
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",1997,24.3
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",1996,23.1
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",1995,23.9
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",1994,25.6
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",1993,27.5
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",1992,30.2
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",1991,No data
Slovakia,"Alcohol-related road traffic crashes, per 100,000 population",1990,59.2
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2014,2.9
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2013,2.4
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2012,3.2
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2011,3.1
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2010,3.4
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2009,3.7
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2008,4
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2007,6.5
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2006,No data
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2005,No data
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2004,No data
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2003,No data
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2002,No data
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2001,77.5
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",2000,77
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",1999,65.2
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",1998,63.4
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",1997,88.8
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",1996,79.3
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",1995,No data
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",1994,No data
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",1993,61.9
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",1992,51.9
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",1991,52.5
Slovenia,"Alcohol-related road traffic crashes, per 100,000 population",1990,43.1
Spain,"Alcohol-related road traffic crashes, per 100,000 population",2001,10.9
Spain,"Alcohol-related road traffic crashes, per 100,000 population",2000,9.6
Spain,"Alcohol-related road traffic crashes, per 100,000 population",1992,10.6
Spain,"Alcohol-related road traffic crashes, per 100,000 population",1991,No data
Spain,"Alcohol-related road traffic crashes, per 100,000 population",1990,8.6
Sri Lanka,"Alcohol-related road traffic crashes, per 100,000 population",2011,148.3
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",2004,11.8
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",2003,12.8
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",2002,11.4
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",2001,11
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",2000,9.7
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",1999,8.9
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",1998,8.8
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",1997,8.5
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",1996,No data
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",1995,8.8
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",1994,8
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",1993,11.2
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",1992,12
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",1991,No data
Sweden,"Alcohol-related road traffic crashes, per 100,000 population",1990,15.4
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2014,13.7
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2013,20.9
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2012,23.2
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2011,24.1
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2010,24.7
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2009,25.9
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2008,28
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2007,28.9
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2006,30.3
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2005,27.7
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2004,31
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2003,33.3
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2002,34.7
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2001,34.1
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",2000,95.7
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",1999,94.1
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",1998,89.7
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",1997,86
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",1996,84.6
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",1995,No data
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",1994,No data
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",1993,No data
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",1992,40.2
Switzerland,"Alcohol-related road traffic crashes, per 100,000 population",1991,34.2
Tajikistan,"Alcohol-related road traffic crashes, per 100,000 population",2001,0.4
Tajikistan,"Alcohol-related road traffic crashes, per 100,000 population",2000,0.4
Tajikistan,"Alcohol-related road traffic crashes, per 100,000 population",1999,No data
Tajikistan,"Alcohol-related road traffic crashes, per 100,000 population",1998,No data
Tajikistan,"Alcohol-related road traffic crashes, per 100,000 population",1997,No data
Tajikistan,"Alcohol-related road traffic crashes, per 100,000 population",1996,No data
Tajikistan,"Alcohol-related road traffic crashes, per 100,000 population",1995,1.1
Tajikistan,"Alcohol-related road traffic crashes, per 100,000 population",1994,1.4
Thailand,"Alcohol-related road traffic crashes, per 100,000 population",2012,7
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2013,10.8
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2012,10.7
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2011,10.4
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2010,10.6
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2009,10.6
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2008,9.2
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2007,11.3
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2006,10.9
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2005,12.8
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2004,10
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2003,10.2
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2002,8.2
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2001,5.7
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",2000,7.2
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",1999,10.2
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",1998,11.8
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",1997,12.7
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",1996,16.4
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",1995,19.3
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",1994,18.9
The former Yugoslav Republic of Macedonia,"Alcohol-related road traffic crashes, per 100,000 population",1993,20.9
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",2007,4.7
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",2006,4.2
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",2005,2
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",2004,No data
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",2003,No data
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",2002,No data
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",2001,3.8
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",2000,4.5
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",1999,2.6
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",1998,14.4
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",1997,14.9
Turkey,"Alcohol-related road traffic crashes, per 100,000 population",1996,6.5
Turkmenistan,"Alcohol-related road traffic crashes, per 100,000 population",1999,1.8
Turkmenistan,"Alcohol-related road traffic crashes, per 100,000 population",1998,2
Turkmenistan,"Alcohol-related road traffic crashes, per 100,000 population",1997,No data
Turkmenistan,"Alcohol-related road traffic crashes, per 100,000 population",1996,No data
Turkmenistan,"Alcohol-related road traffic crashes, per 100,000 population",1995,No data
Turkmenistan,"Alcohol-related road traffic crashes, per 100,000 population",1994,No data
Turkmenistan,"Alcohol-related road traffic crashes, per 100,000 population",1993,No data
Turkmenistan,"Alcohol-related road traffic crashes, per 100,000 population",1992,1
Turkmenistan,"Alcohol-related road traffic crashes, per 100,000 population",1991,2.1
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2013,19.1
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2012,17.3
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2011,15.9
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2010,11
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2009,6.4
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2008,7.7
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2007,13.9
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2006,7.2
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2005,6.5
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2004,6.4
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2003,6.3
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2002,6
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2001,6.6
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",2000,6.9
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",1999,8
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",1998,9
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",1997,10.1
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",1996,11.4
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",1995,10.6
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",1994,11
Ukraine,"Alcohol-related road traffic crashes, per 100,000 population",1993,11.9
United Arab Emirates,"Alcohol-related road traffic crashes, per 100,000 population",2012,0.7
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",2008,59.8
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",2007,58.8
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",2006,69.5
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",2005,63.8
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",2004,62.6
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",2003,67.4
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",2002,64.5
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",2001,70.3
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",2000,76
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",1999,77.3
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",1998,74.2
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",1997,79.9
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",1996,79.5
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",1995,126.2
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",1994,103.6
United States of America,"Alcohol-related road traffic crashes, per 100,000 population",1993,98.2
Uzbekistan,"Alcohol-related road traffic crashes, per 100,000 population",1999,2.2
Uzbekistan,"Alcohol-related road traffic crashes, per 100,000 population",1998,2.3
Uzbekistan,"Alcohol-related road traffic crashes, per 100,000 population",1997,2.4
Uzbekistan,"Alcohol-related road traffic crashes, per 100,000 population",1996,3.1
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",2007,42.4
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",2006,21.6
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",2005,21.2
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",2004,23.8
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",2003,19.1
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",2002,14.8
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",2001,15.5
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",2000,13.8
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",1999,16.5
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",1998,15.7
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",1997,15.2
Venezuela (Bolivarian Republic of),"Alcohol-related road traffic crashes, per 100,000 population",1996,16.3
